species,troph,troph_se
ophichthus ophis,4.5,0.8
lactophrys triqueter,3.5,0.37
polydactylus virginicus,3.01,0.35
pomacanthus arcuatus,3.1,0.19
pomacanthus paru,3.1,0.26
abudefduf saxatilis,2.76,0.32
abudefduf taurus,2.619999885559082,0.2064
chromis multilineata,3.73,0.36
microspathodon chrysurus,2,0
anisotremus surinamensis,3.53,0.47
anisotremus virginicus,3.44,0.41
haemulon album,3.4,0.45
haemulon aurolineatum,3.19,0.4
haemulon boschmae,3.54,0.5
haemulon carbonarium,3.5,0.51
anchoa lyolepis,3.4,0.45
anchoa hepsetus,3.25,0.41
haemulon chrysargyreum,3.49,0.48
haemulon flavolineatum,3.35,0.46
haemulon macrostomum,3.26,0.34
haemulon melanurum,3.5,0.44
haemulon parra,3.91,0.63
haemulon plumierii,3.78,0.59
haemulon sciurus,3.41,0.52
haemulon steindachneri,3.5,0.37
haemulon striatum,3.4,0.45
orthopristis ruber,3.6,0.53
haemulopsis corvinaeformis,3.94,0.64
pomadasys crocro,4.03,0.67
priacanthus arenatus,3.62,0.53
heteropriacanthus cruentatus,3.7,0.53
nicholsina usta,2,0
scarus coeruleus,2,0
scarus taeniopterus,2,0
scarus vetula,2,0
sparisoma aurofrenatum,2,0
sparisoma chrysopterum,2,0
sparisoma rubripinne,2,0
sparisoma viride,2,0
corvula batabana,3.39,0.55
sparus aurata,3.39,0.49
bairdiella chrysoura,3.24,0.46
bairdiella ronchus,3.74,0.57
corvula sanctaeluciae,3.6,0.59
ctenosciaena gracilicirrhus,3.85,0.62
cynoscion acoupa,4.05,0.7
cynoscion jamaicensis,3.84,0.66
cynoscion leiarchus,3.06,0.4
cynoscion steindachneri,3.25,0.53
cynoscion virescens,4.03,0.7
isopisthus parvipinnis,3.6,0.59
larimus breviceps,3.47,0.47
sphoeroides maculatus,4.04,0.66
nebris microps,3.6,0.59
ophioscion punctatissimus,3.36,0.38
paralonchurus brasiliensis,3.061,0.26
lonchurus elegans,3.27,0.31
protosciaena bathytatos,4.06,0.7
sciaenops ocellatus,3.74,0.57
stellifer lanceolatus,3.5,0.5
stellifer microps,3.5,0.37
stephanolepis setifer,2.85,0.34
stellifer rastrifer,3.5,0.5
stromateus fiatola,4.03,0.5
umbrina coroides,3.28,0.46
pontinus castor,3.5,0.37
scorpaena plumieri,4.04,0.61
diplectrum formosum,4.15,0.71
hyporthodus flavolimbatus,3.82,0.61
hyporthodus mystacinus,4.19,0.56
hyporthodus nigritus,3.97,0.61
hyporthodus niveatus,4.04,0.58
mycteroperca bonaci,4.5,0.8
mycteroperca interstitialis,4.5,0.8
mycteroperca microlepis,3.74,0.79
mycteroperca phenax,4.5,0.8
mycteroperca rubra,4.13,0.58
mycteroperca tigris,4.5,0.8
mycteroperca venenosa,4.5,0.8
paranthias furcifer,3.4,0.45
archosargus rhomboidalis,3.06,0.39
calamus arctifrons,3.5,0.37
calamus nodosus,3.61,0.31
calamus penna,3.35,0.42
calamus pennatula,3.54,0.52
calamus proridens,3.5,0.5
diplodus caudimacula,3.05,0.45
diplodus holbrookii,2.7,0.24
sphyraena barracuda,4.5,0.8
sphyraena guachancho,4.38,0.71
lagocephalus laevigatus,4.02,0.69
sphoeroides nephelus,3.5,0.37
sphoeroides spengleri,3.5,0.44
sphoeroides testudineus,3.4,0.48
prionotus carolinus,3.74,0.53
prionotus evolans,3.76,0.63
prionotus punctatus,3.77,0.63
hypanus americanus,3.72,0.65
aetobatus narinari,3.32,0.43
myliobatis freminvillei,3.62,0.38
rostroraja eglanteria,3.74,0.47
leucoraja garmani,3.81,0.52
raja texana,3.84,0.58
acanthurus mata,2.53,0.25
acanthurus dussumieri,2,0
acanthurus leucosternon,2,0
acanthurus lineatus,2,0
acanthurus tennentii,2,0
acanthurus triostegus,2.78,0.35
acanthurus xanthopterus,2.87,0.36
ctenochaetus striatus,2,0
naso hexacanthus,3.06,0.33
naso lituratus,2.32,0.19
naso unicornis,2.17,0.11
zebrasoma velifer,2,0
acropoma japonicum,3.26,0.4
anguilla bicolor,3.55,0.5
anguilla marmorata,3.79,0.67
anguilla mossambica,3.3,0.55
nemapteryx caelata,4.02,0.64
trachurus mediterraneus,3.369999885559082,0.43
trachurus picturatus,3.32,0.42
arius maculatus,3.36,0.46
hexanematichthys sagor,4,0.6114
arius venosus,4,0.66
arius africanus,3.8,0.56
arius arius,3.5,0.37
plicofollis tonggol,3.5,0.37
plicofollis dussumieri,4.02,0.62
trichiurus lepturus,4.2,0.75
arius jella,3.5,0.37
ciliata mustela,3.9100000858306885,0.67
plicofollis platystomus,3.5,0.37
plicofollis polystaphylodon,3.5,0.37
sciades sona,4,0.6114
arius subrostratus,2.83,0.31
arius sumatranus,3.5,0.37
plicofollis layardi,4.01,0.61
batrachocephalus mino,3.97,0.65
osteogeneiosus militaris,3.9800000190734863,0.6042000000000001
ariomma indica,3.63,0.5
atherinomorus lacunosus,3.1600000858306885,0.29969999999999997
umbrina cirrosa,3.41,0.46
hypoatherina temminckii,3.41,0.45
aulostomus chinensis,4.24,0.74
odonus niger,3.22,0.32
platybelone argalus,4.2,0.73
strongylura leiura,3.94,0.64
strongylura strongylura,4.2,0.73
tylosurus acus,4.34,0.76
beryx decadactylus,4.13,0.76
beryx splendens,3.81,0.74
bothus pantherinus,3.5,0.37
bothus myriaster,3.5,0.37
chascanopsetta lugubris,3.5,0.37
engyprosopon grandisquama,3.68,0.54
pseudorhombus arsius,3.84,0.57
mullus surmuletus,3.46,0.48
myctophum punctatum,3.390000104904175,0.3887
myoxocephalus scorpius,3.76,0.79
nerophis ophidion,3.54,0.47
pseudorhombus elevatus,3.5,0.37
osmerus eperlanus,3.4600000381469727,0.42219999999999996
pseudorhombus javanicus,3.5,0.37
pegusa lascaris,3.55,0.5
paralichthys dentatus,3.72,0.59
phycis blennoides,3.66,0.66
platichthys flesus,3.3,0.46
pleuronectes platessa,3.23,0.5
pollachius virens,3.61,0.72
pomatoschistus microps,3.2,0.43
pomatoschistus minutus,3.25,0.45
pomatoschistus pictus,3.12,0.33
scophthalmus maximus,3.9600000381469727,0.63
raniceps raninus,3.77,0.56
sardina pilchardus,2.94,0.21
paralichthys olivaceus,3.72,0.62
sebastes viviparus,4.03,0.67
serranus cabrilla,3.68,0.61
spinachia spinachia,3.5,0.37
spondyliosoma cantharus,3.27,0.47
sprattus sprattus,3.01,0.07
stomias boa,3.62,0.55
syngnathus rostellatus,3.69,0.4
syngnathus typhle,3.4,0.48
taurulus bubalis,3.59,0.52
trachinus draco,4.18,0.71
trachurus trachurus,4.18,0.82
chelidonichthys lucerna,3.58,0.5
pseudorhombus malayanus,3.5,0.37
zeugopterus punctatus,3.99,0.66
zeus faber,4.239999771118164,0.9699
hippoglossus hippoglossus,4.28,0.74
hyperoplus immaculatus,4.38,0.77
hyperoplus lanceolatus,3.83,0.65
labrus mixtus,3.91,0.62
pseudorhombus triocellatus,3.5,0.37
liparis liparis,3.59,0.58
liparis montagui,3.45,0.57
lumpenus lampretaeformis,3.59,0.48
melanogrammus aeglefinus,3.56,0.67
microstomus kitt,3.21,0.33
molva dypterygia,4.13,0.7
etelis coruscans,4.150000095367432,0.5869
oreochromis aureus,2.51,0.24
sarotherodon galilaeus,2.3500000063578286,0.3472334085309189
coptodon zillii,2.52,0.27
etelis oculatus,4.18,0.57
etelis radiosus,4.5,0.8
hoplopagrus guentherii,3.85,0.6
lipocheilus carnolabrum,3.88,0.6
lutjanus adetii,4.01,0.66
coptodon rendalli,2.13,0
oreochromis andersonii,2.39,0.19
lutjanus agennes,4.01,0.66
lutjanus analis,3.92,0.6
lutjanus apodus,3.76,0.57
lutjanus aratus,4.09,0.65
lutjanus erythropterus,4.11,0.55
lutjanus argentimaculatus,3.85,0.64
lutjanus argentiventris,4.039999961853027,0.6338
lutjanus bengalensis,3.7799999713897705,0.595
lutjanus biguttatus,3.9800000190734863,0.6543000000000001
sarotherodon melanotheron,2.46,0.19
oreochromis spilurus,2.52,0.48394214530251445
lutjanus bohar,3.619999885559082,0.5678
lutjanus boutton,3.84,0.56
lutjanus buccanella,3.9,0.57
oreochromis urolepis,2,0
lutjanus campechanus,3.92,0.72
lutjanus carponotatus,4.02,0.67
lutjanus colorado,3.39,0.54
lutjanus cyanopterus,3.99,0.7
lutjanus decussatus,4.02,0.67
lutjanus dentatus,4.010000228881836,0.6631999999999999
oreochromis shiranus,2.255,0.27
lutjanus goreensis,3.97,0.62
oreochromis korogwe,3.2,0.4
cyprinus carpio,3.05,0.39
chirocentrus nudus,4.19,0.74
dussumieria acuta,3.4,0.45
dussumieria elopsoides,3.4,0.45
etrumeus sadina,3.4000000953674316,0.45
etrumeus whiteheadi,3.4,0.45
spratelloides delicatulus,3.24,0.33
spratelloides gracilis,3.4,0.45
spratelloides lewisi,3.4,0.45
spratelloides robustus,3.4,0.45
jenkinsia lamprotaenia,3.62,0.49
jenkinsia majua,3.4,0.45
jenkinsia parvula,3.4,0.45
jenkinsia stolifera,3.4,0.45
sprattus fuegensis,2.6,0.26
clupeonella cultriventris,3.03,0.08
clupeonella engrauliformis,3,0
clupeonella grimmi,3.44,0.45
sardinops sagax,2.61,0.29
harengula clupeola,3.5299999713897705,0.5084000000000001
harengula humeralis,3.4600000381469727,0.49079999999999996
harengula jaguana,3.4,0.45
harengula thrissina,3.1,0.3
opisthonema bulleri,3.24,0.38
opisthonema libertate,2.89,0.28
opisthonema medirastre,3.25,0.38
opisthonema oglinum,3.6,0.5
herklotsichthys quadrimaculatus,3.2699999809265137,0.3815
amblygaster clupeoides,3.11,0.28
amblygaster leiogaster,3.4,0.45
amblygaster sirm,2.89,0.3
sardinella albella,2.62,0.14
sardinella brasiliensis,3.1,0.3
sardinella fimbriata,2.700000047683716,0.30260000000000004
sardinella gibbosa,2.85,0.3
sardinella lemuru,2.48,0
sardinella longiceps,2.4100000858306885,0.22219999999999998
sardinella neglecta,2,0
sardinella zunasi,3.12,0.24
clupea pallasii,3.4600000381469727,0.53
escualosa thoracata,2.890000104904175,0.2857
rhinosardinia amazonica,3.4,0.45
lile stolifera,3.49,0.43
strangomera bentincki,2.69,0.3
pellonula leonensis,3.29999995231628,0.39
ehirava fluviatilis,3.061,0.26
clupeoides borneensis,3.1,0.3
potamalosa richmondia,3.28,0.43
hyperlophus vittatus,3.4,0.45
alosa aestivalis,3.42,0.42
alosa alabamae,2.66,0.28
alosa braschnikowi,3.74,0.58
alosa caspia,3.47,0.46
alosa chrysochloris,3.89,0.63
alosa kessleri,3.6,0.49
alosa maeotica,4.05,0.71
alosa mediocris,4.12,0.58
alosa pseudoharengus,3.29,0.44
alosa sapidissima,3.609999895095825,0.56
alosa saposchnikowii,3.69,0.6
brevoortia aurea,2.75,0.31
brevoortia gunteri,2.43,0.17
brevoortia patronus,2.19,0.07
brevoortia pectinata,3.4,0.45
brevoortia smithi,2.32,0
brevoortia tyrannus,2.61,0.19
ethmidium maculatum,2.82,0.34
ethmalosa fimbriata,2.46000003814697,0.196
hilsa kelee,2.85,0.33
tenualosa ilisha,2.89,0.29
tenualosa reevesii,3.19,0.29
tenualosa toli,2.48,0
dorosoma cepedianum,2.4,0.21
dorosoma petenense,2.82,0.27
konosirus punctatus,2.94,0.24
nematalosa arabica,3.4,0.45
nematalosa come,2.76,0.28
nematalosa erebi,2.8,0.29
nematalosa galatheae,3.4,0.45
nematalosa japonica,2.35,0.16
nematalosa nasus,2.21,0.09
nematalosa vlaminghi,3.4,0.45
anodontostoma chacunda,2.8399999141693115,0.2788
ilisha africana,3.13,0.43
ilisha elongata,3.79,0.61
ilisha fuerthii,3.5,0.52
ilisha kampeni,3.27,0.36
ilisha megaloptera,3.04,0.37
ilisha melastoma,3.45,0.47
pellona castelnaeana,3.71,0.56
pellona flavipinnis,4.5,0.8
pellona harroweri,4.2,0.73
chirocentrodon bleekerianus,3.27,0.43
neoopisthopterus tropicus,3.82,0.59
opisthopterus dovii,4.2,0.73
opisthopterus tardoore,3.43,0.46
odontognathus panamensis,3.759999990463257,0.5746
raconda russeliana,3.29,0.39
engraulis anchoita,2.51,0
engraulis australis,3,0
engraulis japonicus,2.64,0.28
engraulis mordax,3.1,0.28
anchoviella guianensis,3.4,0.45
anchoviella lepidentostole,3.1,0.3
anchoa compressa,3.4,0.45
anchoa lamprotaenia,3.4,0.45
anthias anthias,3.75,0.58
apogon imberbis,3.35,0.61
arnoglossus rueppelii,4.03,0.63
atherina boyeri,3.22,0.36
atherina hepsetus,3.24,0.33
aulopus filamentosus,4.2,0.61
bathophilus nigerrimus,4.2,0.73
parablennius sanguinolentus,2,0
salaria pavo,3.02,0.34
parablennius tentacularis,3.18,0.3
synchiropus phaeton,3.38,0.45
chromis chromis,3.38,0.41
sciaena umbra,3.83,0.63
symphodus tinca,3.2300000190734863,0.4242
symphodus roissali,3.47,0.44
cubiceps gracilis,3.4,0.45
diaphus rafinesquii,3.4,0.45
electrona risso,3.4,0.45
gonichthys cocco,3.21,0.31
gymnammodytes cicerelus,3.4,0.45
hygophum benoiti,3,0
hygophum hygomii,3,0
hymenocephalus italicus,3.4,0.49
schedophilus medusophagus,4,0.28
lepidotrigla cavillone,3.41,0.5
luvarus imperialis,3.79,0.46
coelorinchus caelorhincus,3.56,0.51
muraena helena,4.18,0.61
gymnothorax unicolor,3.44,0.59
microstoma microstoma,3.4,0.45
mola mola,3.28,0.43
molva macrophthalma,4.4,0.69
mora moro,3.75,0.55
chelon auratus,2.84,0.33
chelon saliens,2.94,0.38
symbolophorus veranyi,3.25,0.38
nansenia oblita,3.21,0.31
nettastoma melanura,3.5,0.5
gaidropsarus mediterraneus,3.3299999237060547,0.48
ophichthus rufus,3.88,0.62
ophidion barbatum,3.68,0.61
parophidion vassali,3.35,0.47
phycis phycis,3.91,0.85
grammonus ater,3.5,0.5
diplodus puntazzo,3.07,0.39
ranzania laevis,3.66,0.47
remora remora,3,0
diplodus annularis,3.21,0.43
diplodus sargus,3.24,0.46
diplodus vulgaris,3.34,0.45
pagrus pagrus,3.55,0.51
paralepis coregonoides,4.07,0.7
scorpaena porcus,3.78,0.83
scorpaena scrofa,3.95,0.61
scorpaena notata,3.44,0.47
serranus scriba,3.58,0.52
pegusa impar,3.41,0.42
sphyraena sphyraena,4.04,0.51
spicara smaris,3.1600000858306885,0.289
syngnathus phlegon,3.45,0.41
symphurus nigrescens,3.5,0.49
syngnathus abaster,3.2,0.4
syngnathus acus,3.52,0.47
synodus saurus,4.32,0.77
tetragonurus cuvieri,3.78,0.35
trachinotus ovatus,3.73,0.58
cyclothone braueri,3.08,0.18
cyclothone microdon,3.04,0.13
zu cristatus,4.5,0.6
trachipterus trachypterus,2.88,0.25
tripterygion tripteronotum,3.4,0.45
uranoscopus scaber,4.38,0.7
vinciguerria attenuata,3.05,0.2
vinciguerria poweriae,3.09,0.27
glossanodon leioglossus,3.5,0.5
callanthias ruber,3.8,0.59
callionymus risso,3.25,0.36
carapus acus,4.04,0.63
chauliodus sloani,4.06,0.69
apterichtus caecus,4.06,0.64
dalophis imberbis,4.02,0.62
gnathophis mystax,3.63,0.56
symphodus cinereus,3.3,0.42
symphodus ocellatus,3.3399999141693115,0.41759999999999997
clinitrachus argentatus,3.5,0.37
lobianchia dofleini,3.02,0.11
lobianchia gemellarii,3,0
evermannella balbo,4.2,0.73
lesueurigobius suerii,3.55,0.5
gonostoma denudatum,3.3,0.34
acanthurus monroviae,2.5,0.24
hippocampus hippocampus,2.99000000953674,0.3199
hippocampus guttulatus,3.5,0.5
ichthyococcus ovatus,3.4,0.45
stomias boa,3.95,0.64
callionymus maculatus,3.31,0.45
chlorophthalmus agassizi,3.17,0.37
arnoglossus kessleri,4.05,0.63
tetrapturus belone,4.35,0.63
macruronus novaezelandiae,4.23,0.76
merluccius paradoxus,3.91,0.58
merluccius capensis,3.88,0.65
gnathodentex aureolineatus,3.65,0.57
gymnocranius griseus,3.2200000286102295,0.4429
gymnocranius grandoculis,3.98,0.63
gymnocranius audleyi,3.4,0.41
gymnocranius euanus,3.37,0.58
gymnocranius frenatus,3.37,0.58
gymnocranius microdon,3.39,0.41
lethrinus erythropterus,3.700000047683716,0.5149
lethrinus mahsena,3.430000066757202,0.41700000000000004
lethrinus borbonicus,3.4700000286102295,0.4083
lethrinus microdon,3.79,0.53
lethrinus nebulosus,3.640000104904175,0.5399
lethrinus obsoletus,3.119999885559082,0.3295
lethrinus rubrioperculatus,3.8299999237060547,0.5687
lethrinus semicinctus,4.01,0.64
lethrinus variegatus,3.5,0.37
lethrinus harak,3.43,0.5
lethrinus xanthochilus,3.75,0.58
lethrinus amboinensis,3.99,0.66
lethrinus atkinsoni,3.51,0.52
lethrinus enigmaticus,3.8299999237060547,0.583
lethrinus laticaudis,3.97,0.65
lethrinus miniatus,3.7699999809265137,0.5779
lethrinus reticulatus,3.78,0.58
lethrinus erythracanthus,3.4100000858306885,0.4072
lethrinus lentjan,3.869999885559082,0.5445
lethrinus olivaceus,4.199999809265137,0.5837
lethrinus genivittatus,3.61,0.52
lethrinus ornatus,3.369999885559082,0.4278
lethrinus atlanticus,3.54,0.46
lethrinus conchyliatus,4.02,0.67
monotaxis grandoculis,3.4000000953674316,0.4664
wattsia mossambica,3.65,0.52
arctogadus glacialis,3.21,0.35
ciliata septentrionalis,3.5,0.44
enchelyopus cimbrius,3.2899999618530273,0.59
gadiculus argenteus,3.41,0.47
gaidropsarus vulgaris,3.6,0.56
gaidropsarus biscayensis,3.62,0.58
gaidropsarus macrophthalmus,3.5,0.37
microgadus proximus,3.58,0.59
phycis chesteri,3.93,0.57
urophycis floridana,3.69,0.55
urophycis regia,3.72,0.55
pterocaesio trilineata,3.4,0.45
alectis alexandrina,3.6,0.59
alepes djedaba,3.319999933242798,0.4689
alepes melanoptera,3.35,0.43
alepes vari,3.65,0.55
atule mate,3.27,0.46
campogramma glaycos,4.5,0.8
caranx ignobilis,4.48,0.76
caranx bucculentus,4.03,0.76
caranx senegallus,3.86,0.67
caranx heberi,3.7,0.56
caranx rhonchus,3.6,0.59
caranx caballus,4.05,0.54
caranx caninus,3.9,0.61
alepes kleinii,3.54,0.41
carangoides gymnostethus,4.12,0.72
caranx melampygus,4.28,0.83
carangoides orthogrammus,4.01,0.68
carangoides plagiotaenia,4.03,0.67
carangoides bartholomaei,4.5,0.8
carangoides otrynter,4.02,0.69
caranx sexfasciatus,3.58,0.49
caranx ruber,3.81,0.7
caranx vinctus,3.72,0.54
carangoides equula,4.02,0.67
carangoides ferdau,3.98,0.63
carangoides bajad,3.97,0.65
carangoides dinema,4.03,0.67
carangoides fulvoguttatus,4.02,0.67
caranx tille,4.06,0.68
atropus atropos,3.6,0.52
ulua mentalis,3.68,0.51
ulua aurochs,4.1,0.34
caranx crysos,3.63,0.45
caranx latus,3.88,0.62
caranx lugubris,4,0.6518999999999999
chloroscombrus orqueta,3.25,0.46
decapterus macrosoma,3.4,0.45
decapterus maruadsi,3.4,0.45
decapterus kurroides,3.4,0.45
oligoplites altus,4.085,0.64
oligoplites refulgens,4.2,0.73
parastromateus niger,2.930000066757202,0.3533
scomberoides commersonnianus,4.36,0.45
scomberoides lysan,4.039999961853027,0.6652
scomberoides tala,4.5,0.8
scomberoides tol,4.5,0.8
selar boops,3.45,0.41
selene brevoortii,3.8,0.57
selene orstedii,3.48,0.48
selene peruviana,3.76,0.58
seriola carpenteri,4.5,0.62
seriolina nigrofasciata,4.17,0.61
trachinotus blochii,3.74,0.46
trachinotus botla,3.21,0.4
trachinotus africanus,3.32,0.48
trachinotus kennedyi,3.76,0.55
trachinotus paitensis,3.74,0.55
trachinotus rhodopus,4,0.61
trachinotus teraia,3.57,0.45
trachinotus baillonii,3.56,0.57
trachurus novaezelandiae,3.22,0.4
trachurus longimanus,3.65,0.59
trachurus delagoa,3.73,0.57
trachurus indicus,3.75,0.5
uraspis helvola,3.7799999713897705,0.5801
uraspis uraspis,4.07,0.43
antimora rostrata,3.58,0.47
antimora microlepis,3.5,0.37
gadella imberbis,3.03,0.17
gadella maraldi,3.45,0.41
halargyreus johnsonii,3.38,0.47
laemonema laureysi,3.5,0.5
laemonema longipes,3.24,0.39
lepidion lepidion,3.5,0.45
physiculus japonicus,4.15,0.68
pseudophycis bachus,4.5,0.8
pseudophycis barbata,3.5,0.5
tripterophycis gilchristi,3.03,0.18
amphiprion perideraion,2.8,0.22
pristis pectinata,4.5,0.8
dipturus batis,4.14,0.61
raja clavata,4.15,0.95
dasyatis pastinaca,4.05,0.63
mobula birostris,3.4600000381469727,0.4965
torpedo torpedo,4.18,0.57
latimeria chalumnae,4.400000095367432,0.7248
acipenser stellatus,3.54,0.47
acipenser sturio,3.51,0.51
huso huso,4.06,0.97
leptocharias smithii,3.79,0.49
glaucostegus cemiculus,4.04,0.7
rhincodon typus,3.76,0.55
clarias ngamensis,3.16,0.46
melanocetus johnsonii,4.07,0.69
balistoides conspicillum,3.31,0.39
anoplogaster cornuta,4.01,0.53
hemichromis bimaculatus,3.93,0.64
gasterosteus aculeatus,3.380000114440918,0.4625
cottus gobio,3.2799999713897705,0.48219999999999996
chrysichthys auratus,3.66,0.55
nomeus gronovii,3.67,0.38
echeneis naucrates,3.4,0.45
enneacampus kaupi,2.73,0.31
microphis brachyurus,3.319999933242798,0.4103
coptodon guineensis,2.79,0.33
tylochromis jentinki,2.65,0.33
diplodus cervinus,2.99,0.37
kyphosus sectatrix,2.27,0.17
chelon labrosus,2.59,0.32
thalassoma pavo,3.5,0.47
anarhichas lupus,3.73,0.53
chimaera monstrosa,3.5299999713897705,0.47659999999999997
acipenser naccarii,3.35,0.5
acipenser nudiventris,3.33,0.45
epigonus denticulatus,3.42,0.47
epigonus telescopus,3.5,0.51
eptatretus deani,3.77,0.52
eptatretus stoutii,4.24,0.7
myxine glutinosa,4.01,0.7
lampetra ayresii,4.5,0.8
lethenteron camtschaticum,4.5,0.81
entosphenus tridentatus,4.5,0.8
petromyzon marinus,4.369999885559082,0.85
notorynchus cepedianus,4.570000171661377,0.809
ginglymostoma cirratum,4.3,0.74
alopias superciliosus,4.47,0.76
alopias vulpinus,4.37,0.65
mustelus canis,3.69,0.55
mustelus norrisi,3.87,0.67
triakis semifasciata,4,0.63
somniosus pacificus,4.13,0.62
pristis microdon,3.85,0.61
platyrhinoidis triseriata,3.42,0.42
pseudobatos lentiginosus,3.55,0.5
zapteryx exasperata,3.55,0.53
narcine brasiliensis,3.061,0.26
tetronarce californica,4.5,0.8
tetronarce nobiliana,4.5,0.8
bathyraja aleutica,4.14,0.76
beringraja binoculata,3.92,0.64
leucoraja erinacea,3.1,0.3
bathyraja interrupta,3.44,0.46
dipturus laevis,4.09,0.71
leucoraja ocellata,3.61,0.56
bathyraja parmifera,4.15,0.67
amblyraja radiata,4.5,1.06
bathyraja spinicauda,3.87,0.61
beringraja stellulata,4.34,0.64
bathytoshia centroura,3.81,0.49
hypanus dipterurus,3.54,0.5
hypanus sabinus,3.450000047683716,0.4202
pteroplatytrygon violacea,4.36,0.54
gymnura altavela,3.91,0.64
gymnura marmorata,3.95,0.65
gymnura micrura,3.56,0.53
urobatis jamaicensis,3.55,0.51
myliobatis californica,3.5,0.37
myliobatis goodei,3.27,0.34
rhinoptera bonasus,3.49,0.47
mobula hypostoma,3.82,0.59
mobula mobular,3.41,0.43
mobula thurstoni,3.1,0.3
hydrolagus colliei,3.68,0.54
acipenser brevirostrum,3.25,0.39
acipenser fulvescens,3.2799999713897705,0.49
acipenser medirostris,3.52,0.52
acipenser oxyrinchus,3.325,0.7286288492778749
acipenser transmontanus,3.62,0.57
elops affinis,4.05,0.7
moringua edwardsi,3.5,0.37
chilorhinus suensonii,4.03,0.63
echidna catenata,3.55,0.59
gymnothorax mordax,4.14,0.61
facciolella gilbertii,3.4,0.45
myrichthys breviceps,3.71,0.59
myrichthys ocellatus,3.66,0.55
ophichthus triserialis,3.78,0.6
ophichthus zophochir,3.85,0.6
nemichthys scolopaceus,3.36,0.47
notacanthus chemnitzii,3.5,0.37
coregonus autumnalis,3.3299999237060547,0.4389
coregonus nasus,3.28,0.44
coregonus pidschian,3.319999933242798,0.42
coregonus sardinella,3.32,0.39
prosopium cylindraceum,3.3,0.41
oncorhynchus clarkii,3.8899999999999997,0.8429116205154608
salvelinus confluentus,3.72,0.57
salvelinus malma,3.469999980926514,0.7580237463298891
stenodus leucichthys,4.15,0.75
