species,value,trait
carcharhinus obscurus,15.356099186219897,age to maturity
carcharhinus obscurus,16.05410369468444,age to maturity
carcharhinus obscurus,14.658094677755356,age to maturity
carcharhinus obscurus,17.600000381469727,age to maturity
carcharhinus obscurus,17.399999618530273,age to maturity
carcharhinus plumbeus,12,age to maturity
carcharhinus plumbeus,13,age to maturity
carcharhinus plumbeus,11.168072135432652,age to maturity
carcharhinus plumbeus,11.168072135432652,age to maturity
carcharhinus plumbeus,11.168072135432652,age to maturity
carcharhinus plumbeus,11.168072135432652,age to maturity
carcharhinus porosus,6,age to maturity
carcharhinus porosus,6,age to maturity
carcharhinus sorrah,2.0940135253936223,age to maturity
carcharhinus sorrah,2.0940135253936223,age to maturity
carcharhinus tilstoni,2.792018033858163,age to maturity
carcharhinus tilstoni,2.792018033858163,age to maturity
carcharias taurus,7.890609716693042,age to maturity
carcharias taurus,3.490022542322704,age to maturity
carcharodon carcharias,15.781219433386084,age to maturity
carcharodon carcharias,15.781219433386084,age to maturity
carcharodon carcharias,9,age to maturity
carlhubbsia kidderi,0.30000001192092896,age to maturity
carpiodes cyprinus,2.792018033858163,age to maturity
caspiosoma caspium,1,age to maturity
catostomus catostomus,6.575508097244202,age to maturity
catostomus catostomus,3.945304858346521,age to maturity
catostomus catostomus,2.6302032388976806,age to maturity
catostomus catostomus,6.980045084645408,age to maturity
catostomus catostomus,3.490022542322704,age to maturity
catostomus catostomus,6,age to maturity
catostomus commersonii,7.890609716693042,age to maturity
catostomus commersonii,2.6302032388976806,age to maturity
catostomus platyrhynchus,2.792018033858163,age to maturity
catostomus platyrhynchus,3.490022542322704,age to maturity
catostomus platyrhynchus,2.0940135253936223,age to maturity
catostomus platyrhynchus,2.792018033858163,age to maturity
cebidichthys violaceus,4.886031559251785,age to maturity
centroberyx affinis,5.260406477795361,age to maturity
centrophorus granulosus,16.5,age to maturity
centrophorus granulosus,39,age to maturity
centrophorus harrissoni,25.128162304723467,age to maturity
centrophorus harrissoni,23.732153287794386,age to maturity
centrophorus squamosus,44,age to maturity
centrophorus squamosus,25,age to maturity
centrophorus squamosus,20.799999237060547,age to maturity
centrophorus squamosus,15.399999618530272,age to maturity
centropomus ensiferus,2.792018033858163,age to maturity
centropomus mexicanus,2.792018033858163,age to maturity
centropomus parallelus,2.792018033858163,age to maturity
centropomus undecimalis,4,age to maturity
centroscymnus crepidater,10.470067626968111,age to maturity
cephalopholis boenak,1.7999999523162842,age to maturity
cephalopholis boenak,2,age to maturity
cephalopholis cruentata,3.5,age to maturity
cephalopholis cruentata,5.5,age to maturity
cetengraulis mysticetus,1.3151016194488403,age to maturity
cetengraulis mysticetus,1,age to maturity
cetorhinus maximus,4.886031559251785,age to maturity
cetorhinus maximus,18,age to maturity
cetorhinus maximus,5,age to maturity
cetorhinus maximus,9.07405861003903,age to maturity
cetorhinus maximus,13.960090169290815,age to maturity
cetorhinus maximus,11.168072135432652,age to maturity
cetorhinus maximus,20,age to maturity
cetorhinus maximus,11.168072135432652,age to maturity
cetorhinus maximus,13.960090169290815,age to maturity
cetorhinus maximus,11.168072135432652,age to maturity
cetoscarus ocellatus,5,age to maturity
chaenocephalus aceratus,10,age to maturity
chaenocephalus aceratus,9,age to maturity
chaetobranchus flavescens,1,age to maturity
chaetobranchus flavescens,1,age to maturity
chaetodipterus faber,1.3151016194488403,age to maturity
chaetodipterus faber,0.6980045084645408,age to maturity
chaetodipterus faber,1.3151016194488403,age to maturity
chaetodipterus faber,1.3151016194488403,age to maturity
champsocephalus gunnari,2.792018033858163,age to maturity
champsocephalus gunnari,2.792018033858163,age to maturity
channa argus,2.0940135253936223,age to maturity
channa striata,1.5,age to maturity
channa striata,2.6302032388976806,age to maturity
channa striata,2,age to maturity
chanodichthys dabryi,3.490022542322704,age to maturity
chanodichthys erythropterus,5.260406477795361,age to maturity
chanodichthys erythropterus,2.792018033858163,age to maturity
chanodichthys erythropterus,4.886031559251785,age to maturity
chanodichthys mongolicus,6.282040576180867,age to maturity
chanodichthys mongolicus,5,age to maturity
chanos chanos,2.792018033858163,age to maturity
chanos chanos,6,age to maturity
chanos chanos,4.886031559251785,age to maturity
chanos chanos,4.5,age to maturity
chanos chanos,8.5,age to maturity
chanos chanos,6.282040576180867,age to maturity
chanos chanos,8.5,age to maturity
chanos chanos,4,age to maturity
chanos chanos,6.5,age to maturity
chanos chanos,4,age to maturity
chanos chanos,4.5,age to maturity
characodon lateralis,0.5,age to maturity
chasmistes brevirostris,4.188027050787245,age to maturity
chasmistes cujus,11.866076643897193,age to maturity
chasmistes liorus,6.980045084645408,age to maturity
cheilinus undulatus,4.886031559251785,age to maturity
chelidonichthys capensis,3,age to maturity
chelidonichthys capensis,3.490022542322704,age to maturity
chelidonichthys cuculus,2,age to maturity
chelidonichthys cuculus,3.5,age to maturity
chelidonichthys cuculus,3.5999999046325684,age to maturity
chelidonichthys cuculus,2,age to maturity
chelidonichthys cuculus,2,age to maturity
chelidonichthys kumu,2.0940135253936223,age to maturity
chelidonichthys lastoviza,3,age to maturity
chelidonichthys lucerna,3,age to maturity
chelidonichthys lucerna,1.5,age to maturity
chelidonichthys lucerna,2.700000047683716,age to maturity
chelidonichthys lucerna,2.799999952316284,age to maturity
chelidonichthys lucerna,2.799999952316284,age to maturity
chelidonichthys queketti,1.7000000476837158,age to maturity
chelon auratus,4,age to maturity
chelon auratus,3,age to maturity
chelon labrosus,3,age to maturity
chelon labrosus,3,age to maturity
chelon labrosus,3.945304858346521,age to maturity
chelon labrosus,2.6302032388976806,age to maturity
chelon ramada,3.490022542322704,age to maturity
chelon ramada,2.792018033858163,age to maturity
chelon ramada,2.792018033858163,age to maturity
chelon ramada,2.792018033858163,age to maturity
chelon ramada,5.260406477795361,age to maturity
chelon ramada,2.0940135253936223,age to maturity
chelon ramada,3,age to maturity
chelon ramada,3,age to maturity
chelon ramada,1.899999976158142,age to maturity
chelon saliens,2.792018033858163,age to maturity
chelon saliens,2.792018033858163,age to maturity
chelon saliens,3.945304858346521,age to maturity
chelon saliens,2.6302032388976806,age to maturity
chelon saliens,2,age to maturity
chelon saliens,2,age to maturity
chelon saliens,3,age to maturity
chimaera monstrosa,14.729137886991284,age to maturity
chitala chitala,3,age to maturity
chitala chitala,2,age to maturity
cleisthenes herzensteini,4.188027050787245,age to maturity
chlamydogobius eremius,0.5,age to maturity
chondrostoma kubanicum,3.945304858346521,age to maturity
chondrostoma nasus,3.490022542322704,age to maturity
chondrostoma oxyrhynchum,2.6302032388976806,age to maturity
chondrostoma prespense,2.6302032388976806,age to maturity
chondrostoma regium,2.6302032388976806,age to maturity
chondrostoma soetta,2.792018033858163,age to maturity
chondrostoma variabile,2.0940135253936223,age to maturity
chromis punctipinnis,2,age to maturity
chrosomus cumberlandensis,1.3151016194488403,age to maturity
ciliata mustela,1.3151016194488403,age to maturity
ciliata mustela,1.3151016194488403,age to maturity
ciliata septentrionalis,1,age to maturity
ciliata septentrionalis,1,age to maturity
cirrhinus molitorella,3,age to maturity
cirrhinus molitorella,3,age to maturity
citharichthys sordidus,2.5,age to maturity
citharinus citharus,3,age to maturity
citharinus citharus,3,age to maturity
clarias agboyiensis,1.3151016194488403,age to maturity
clarias agboyiensis,1.3151016194488403,age to maturity
clarias batrachus,1,age to maturity
clarias gariepinus,2,age to maturity
clarias gariepinus,2,age to maturity
clarias gariepinus,2,age to maturity
clarias gariepinus,4.188027050787245,age to maturity
clarias gariepinus,2.0940135253936223,age to maturity
clevelandia ios,1,age to maturity
clupea harengus,5,age to maturity
clupea harengus,6.5,age to maturity
clupea harengus,2.792018033858163,age to maturity
clupea harengus,3,age to maturity
clupea harengus,2.9000000953674316,age to maturity
clupea harengus,2.0940135253936223,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,4.289999961853027,age to maturity
clupea harengus,2.7300000190734863,age to maturity
clupea harengus,3.1600000858306885,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,2,age to maturity
clupea harengus,3.490022542322704,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3.1600000858306885,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,4,age to maturity
clupea harengus,3,age to maturity
clupea harengus,3,age to maturity
clupea harengus,4,age to maturity
clupea harengus,3,age to maturity
clupea harengus,1.8600000143051147,age to maturity
clupea harengus,2.7300000190734863,age to maturity
clupea harengus,2,age to maturity
clupea harengus,2,age to maturity
clupea harengus,1,age to maturity
clupea harengus,2.5,age to maturity
clupea harengus,3,age to maturity
clupea harengus,5,age to maturity
clupea harengus,4.860000133514404,age to maturity
clupea harengus,3.5799999237060547,age to maturity
clupea harengus,4.289999961853027,age to maturity
clupea harengus,2,age to maturity
clupea harengus,4,age to maturity
clupea harengus,4,age to maturity
clupea harengus,3.450000047683716,age to maturity
clupea harengus,3,age to maturity
clupea pallasii,4.188027050787245,age to maturity
clupea pallasii,3,age to maturity
clupea pallasii,2.792018033858163,age to maturity
clupea pallasii,7.890609716693042,age to maturity
clupea pallasii,5,age to maturity
clupea pallasii,5,age to maturity
clupea pallasii,4,age to maturity
clupea pallasii,4,age to maturity
clupea pallasii,2,age to maturity
clupea pallasii,4,age to maturity
clupea pallasii,2,age to maturity
clupea pallasii,4,age to maturity
clupeonella abrau,1.3151016194488403,age to maturity
clupeonella cultriventris,2.0940135253936223,age to maturity
cnidoglanis macrocephalus,2.0940135253936223,age to maturity
cnidoglanis macrocephalus,2.0940135253936223,age to maturity
cobitis bilineata,2.6302032388976806,age to maturity
cobitis calderoni,1,age to maturity
cobitis paludica,1.3151016194488403,age to maturity
cobitis paludica,1.3151016194488403,age to maturity
cobitis paludica,1.3151016194488403,age to maturity
cobitis taenia,2,age to maturity
cobitis taenia,1,age to maturity
cobitis taenia,5.260406477795361,age to maturity
cobitis taenia,5.260406477795361,age to maturity
cobitis taenia,3.945304858346521,age to maturity
cobitis taenia,3.945304858346521,age to maturity
cobitis taenia,2.0940135253936223,age to maturity
cobitis taenia,1.3960090169290815,age to maturity
coilia dussumieri,0.40484260326022664,age to maturity
cololabis saira,2.4430157796258927,age to maturity
cololabis saira,1,age to maturity
comephorus baikalensis,6.575508097244202,age to maturity
comephorus dybowskii,5.260406477795361,age to maturity
conger conger,10.470067626968111,age to maturity
coregonus fontanae,2.6302032388976806,age to maturity
coregonus hoyi,3,age to maturity
coregonus hoyi,3,age to maturity
coregonus hoyi,2.0940135253936223,age to maturity
coregonus kiletz,4.188027050787245,age to maturity
coregonus lavaretus,5.260406477795361,age to maturity
coregonus lavaretus,3.945304858346521,age to maturity
coregonus lavaretus,2.792018033858163,age to maturity
coregonus lavaretus,3,age to maturity
coregonus lavaretus,2,age to maturity
coregonus lavaretus,3.490022542322704,age to maturity
coregonus lavaretus,2,age to maturity
coregonus lavaretus,1,age to maturity
coregonus lavaretus,2.6302032388976806,age to maturity
coregonus lucinensis,2.6302032388976806,age to maturity
coregonus lutokka,3.490022542322704,age to maturity
coregonus maraena,3,age to maturity
coregonus maraena,2.0940135253936223,age to maturity
copadichromis pleurostigmoides,3,age to maturity
copadichromis quadrimaculatus,3,age to maturity
copadichromis quadrimaculatus,3,age to maturity
copadichromis virginalis,3,age to maturity
coptodon zillii,0.20000000298023224,age to maturity
coptodon zillii,2.0940135253936223,age to maturity
coregonus albula,2,age to maturity
coregonus albula,2,age to maturity
coregonus albula,2.6302032388976806,age to maturity
coregonus albula,2.6302032388976806,age to maturity
coregonus albula,2.0940135253936223,age to maturity
coregonus albula,3.490022542322704,age to maturity
coregonus artedi,6,age to maturity
coregonus artedi,6.575508097244202,age to maturity
coregonus artedi,5.260406477795361,age to maturity
coregonus artedi,5.260406477795361,age to maturity
coregonus atterensis,5.260406477795361,age to maturity
coregonus atterensis,3.945304858346521,age to maturity
coregonus autumnalis,5.584036067716326,age to maturity
coregonus autumnalis,7.890609716693042,age to maturity
coregonus autumnalis,10.520812955590722,age to maturity
