spp_gp,stressor,taxon,sens_score,adcap_gen_score,adcap_spec_score
aeolidia papillosa,inorganic_pollution,molluscs,6.01,7,0.67
aeolidia papillosa,invasive_species,molluscs,0,7,0.33
aeolidia papillosa,light_pollution,molluscs,0.33,7,1
aeolidia papillosa,noise_pollution,molluscs,0,7,0.67
aeolidia papillosa,oa,molluscs,2.67,7,0.67
aeolidia papillosa,oceanographic,molluscs,0.33,7,0
aeolidia papillosa,organic_pollution,molluscs,5.01,7,1
aeolidia papillosa,plastic_pollution_microplastic,molluscs,2.0100000000000002,7,0.67
aeolidia papillosa,poisons_toxins,molluscs,3.34,7,0.67
aeolidia papillosa,salinity,molluscs,1.6600000000000001,7,0.67
aeolidia papillosa,sedimentation,molluscs,4,7,0.67
aeolidia papillosa,slr,molluscs,1.33,7,1
aeolidia papillosa,storm_disturbance,molluscs,1.99,7,0.67
aeolidia papillosa,uv,molluscs,0.33,7,0
aeolidia papillosa,water_temp,molluscs,2.66,7,0.33
aeolidia papillosa,wildlife_strike,molluscs,1,7,0.67
aetobatus,air_temp,elasmobranchs,0,2.99,0.67
aetobatus,biomass_removal,elasmobranchs,1,2.99,0
aetobatus,bycatch,elasmobranchs,1.165,2.99,0
aetobatus,entanglement_macroplastic,elasmobranchs,0.665,2.99,0.67
aetobatus,eutrophication_nutrient_pollution,elasmobranchs,2,2.99,0.67
aetobatus,habitat_loss_degradation,elasmobranchs,2,2.99,1
aetobatus,inorganic_pollution,elasmobranchs,2.16,2.99,0.67
aetobatus,invasive_species,elasmobranchs,0,2.99,0.33
aetobatus,light_pollution,elasmobranchs,0,2.99,1
aetobatus,noise_pollution,elasmobranchs,0,2.99,0.67
aetobatus,oa,elasmobranchs,0.33,2.99,0.67
aetobatus,oceanographic,elasmobranchs,0.33,2.99,0
aetobatus,organic_pollution,elasmobranchs,2.495,2.99,1
aetobatus,plastic_pollution_microplastic,elasmobranchs,1,2.99,0.67
aetobatus,poisons_toxins,elasmobranchs,1.6600000000000001,2.99,0.67
aetobatus,salinity,elasmobranchs,1,2.99,0.67
aetobatus,sedimentation,elasmobranchs,1.165,2.99,0.67
aetobatus,slr,elasmobranchs,0.33,2.99,1
aetobatus,storm_disturbance,elasmobranchs,0.33,2.99,0.67
aetobatus,uv,elasmobranchs,0,2.99,0
aetobatus,water_temp,elasmobranchs,0,2.99,0.33
aetobatus,wildlife_strike,elasmobranchs,0.835,2.99,0.67
afrololigo mercatoris,air_temp,cephalopods,3.3400000000000003,7,1.34
afrololigo mercatoris,biomass_removal,cephalopods,1,7,0
afrololigo mercatoris,bycatch,cephalopods,0.33,7,0
afrololigo mercatoris,entanglement_macroplastic,cephalopods,0,7,0.33
afrololigo mercatoris,eutrophication_nutrient_pollution,cephalopods,6,7,1.33
afrololigo mercatoris,habitat_loss_degradation,cephalopods,2,7,1
afrololigo mercatoris,inorganic_pollution,cephalopods,6.68,7,1.33
afrololigo mercatoris,invasive_species,cephalopods,0,7,1
afrololigo mercatoris,light_pollution,cephalopods,0.33,7,1
afrololigo mercatoris,noise_pollution,cephalopods,1,7,1
afrololigo mercatoris,oa,cephalopods,4,7,1.33
afrololigo mercatoris,oceanographic,cephalopods,0.66,7,0.33
afrololigo mercatoris,organic_pollution,cephalopods,4.67,7,1.33
afrololigo mercatoris,plastic_pollution_microplastic,cephalopods,2.34,7,1
afrololigo mercatoris,poisons_toxins,cephalopods,3.67,7,1.33
afrololigo mercatoris,salinity,cephalopods,3,7,1.33
afrololigo mercatoris,sedimentation,cephalopods,3.34,7,1.33
afrololigo mercatoris,slr,cephalopods,0.33,7,1
afrololigo mercatoris,storm_disturbance,cephalopods,0.66,7,1.67
afrololigo mercatoris,uv,cephalopods,0.33,7,0.67
afrololigo mercatoris,water_temp,cephalopods,4.67,7,0.67
afrololigo mercatoris,wildlife_strike,cephalopods,0,7,1
alcidae,air_temp,seabirds,1.67,6.3225,1.34
alcidae,biomass_removal,seabirds,1,6.3225,0
alcidae,bycatch,seabirds,1.34,6.3225,0
alcidae,entanglement_macroplastic,seabirds,0.66,6.3225,1
alcidae,eutrophication_nutrient_pollution,seabirds,1,6.3225,1.67
alcidae,habitat_loss_degradation,seabirds,3,6.3225,2
alcidae,inorganic_pollution,seabirds,3.3200000000000003,6.3225,1.67
alcidae,invasive_species,seabirds,1,6.3225,1.33
alcidae,light_pollution,seabirds,1,6.3225,2
alcidae,noise_pollution,seabirds,2,6.3225,1.67
alcidae,oa,seabirds,0.66,6.3225,1.67
alcidae,oceanographic,seabirds,0,6.3225,0.33
alcidae,organic_pollution,seabirds,2.99,6.3225,2
alcidae,plastic_pollution_microplastic,seabirds,0.33,6.3225,1.34
alcidae,poisons_toxins,seabirds,0.33,6.3225,1.67
alcidae,salinity,seabirds,0,6.3225,1.67
alcidae,sedimentation,seabirds,2,6.3225,1.67
alcidae,slr,seabirds,2.33,6.3225,2
alcidae,storm_disturbance,seabirds,2.3200000000000003,6.3225,1.67
alcidae,uv,seabirds,0,6.3225,0
alcidae,water_temp,seabirds,1,6.3225,1
alcidae,wildlife_strike,seabirds,2.34,6.3225,1.67
allonautilus,air_temp,cephalopods,2.3400000000000003,5.33,1
allonautilus,biomass_removal,cephalopods,1,5.33,0
allonautilus,bycatch,cephalopods,1,5.33,0
allonautilus,entanglement_macroplastic,cephalopods,0.33,5.33,0.67
allonautilus,eutrophication_nutrient_pollution,cephalopods,5.34,5.33,0.67
allonautilus,habitat_loss_degradation,cephalopods,2,5.33,0.33
allonautilus,inorganic_pollution,cephalopods,6.3500000000000005,5.33,0.33
allonautilus,invasive_species,cephalopods,0,5.33,0.33
allonautilus,light_pollution,cephalopods,0,5.33,0.67
allonautilus,noise_pollution,cephalopods,1,5.33,0.67
allonautilus,oa,cephalopods,3.67,5.33,0.67
allonautilus,oceanographic,cephalopods,0.33,5.33,1
allonautilus,organic_pollution,cephalopods,4,5.33,0.67
allonautilus,plastic_pollution_microplastic,cephalopods,1,5.33,0.67
allonautilus,poisons_toxins,cephalopods,2,5.33,0.67
allonautilus,salinity,cephalopods,2.34,5.33,1
allonautilus,sedimentation,cephalopods,2.33,5.33,0.67
allonautilus,slr,cephalopods,0.33,5.33,1
allonautilus,storm_disturbance,cephalopods,0.33,5.33,1
allonautilus,uv,cephalopods,0,5.33,1
allonautilus,water_temp,cephalopods,2.3400000000000003,5.33,0.67
allonautilus,wildlife_strike,cephalopods,0.67,5.33,0.67
alloteuthis,air_temp,cephalopods,2.67,6.67,1.34
alloteuthis,biomass_removal,cephalopods,1,6.67,0
alloteuthis,bycatch,cephalopods,1,6.67,0
alloteuthis,entanglement_macroplastic,cephalopods,0.33,6.67,0.33
alloteuthis,eutrophication_nutrient_pollution,cephalopods,6,6.67,1.33
alloteuthis,habitat_loss_degradation,cephalopods,2,6.67,1
alloteuthis,inorganic_pollution,cephalopods,7.01,6.67,1.33
alloteuthis,invasive_species,cephalopods,0,6.67,1
alloteuthis,light_pollution,cephalopods,0.33,6.67,1
alloteuthis,noise_pollution,cephalopods,1,6.67,1
alloteuthis,oa,cephalopods,4,6.67,1.33
alloteuthis,oceanographic,cephalopods,0.66,6.67,0.33
alloteuthis,organic_pollution,cephalopods,5,6.67,1.33
alloteuthis,plastic_pollution_microplastic,cephalopods,2,6.67,1
alloteuthis,poisons_toxins,cephalopods,3.33,6.67,1.33
alloteuthis,salinity,cephalopods,3,6.67,1.33
alloteuthis,sedimentation,cephalopods,3,6.67,1.33
alloteuthis,slr,cephalopods,0.33,6.67,1
alloteuthis,storm_disturbance,cephalopods,0.66,6.67,1.67
alloteuthis,uv,cephalopods,0.33,6.67,0.67
alloteuthis,water_temp,cephalopods,4,6.67,0.67
alloteuthis,wildlife_strike,cephalopods,0.67,6.67,1
alluroteuthis antarcticus,air_temp,cephalopods,4.34,8,1.34
alluroteuthis antarcticus,biomass_removal,cephalopods,1,8,0
alluroteuthis antarcticus,bycatch,cephalopods,1,8,0
alluroteuthis antarcticus,entanglement_macroplastic,cephalopods,0.33,8,0.67
alluroteuthis antarcticus,eutrophication_nutrient_pollution,cephalopods,5,8,1
alluroteuthis antarcticus,habitat_loss_degradation,cephalopods,2,8,1
alluroteuthis antarcticus,inorganic_pollution,cephalopods,5.67,8,1
alluroteuthis antarcticus,invasive_species,cephalopods,0,8,0.33
alluroteuthis antarcticus,light_pollution,cephalopods,0.33,8,1
alluroteuthis antarcticus,noise_pollution,cephalopods,1,8,0.67
alluroteuthis antarcticus,oa,cephalopods,4,8,1
alluroteuthis antarcticus,oceanographic,cephalopods,0.33,8,0
alluroteuthis antarcticus,organic_pollution,cephalopods,3.66,8,1.33
alluroteuthis antarcticus,plastic_pollution_microplastic,cephalopods,2,8,1
alluroteuthis antarcticus,poisons_toxins,cephalopods,2.66,8,1
alluroteuthis antarcticus,salinity,cephalopods,3,8,1
alluroteuthis antarcticus,sedimentation,cephalopods,2.33,8,1
alluroteuthis antarcticus,slr,cephalopods,0.33,8,1
alluroteuthis antarcticus,storm_disturbance,cephalopods,0.66,8,1.34
alluroteuthis antarcticus,uv,cephalopods,0.33,8,0.67
alluroteuthis antarcticus,water_temp,cephalopods,5.34,8,0.33
alluroteuthis antarcticus,wildlife_strike,cephalopods,0.67,8,0.67
alopias pelagicus,air_temp,elasmobranchs,0,2.65,0.67
alopias pelagicus,biomass_removal,elasmobranchs,1,2.65,0
alopias pelagicus,bycatch,elasmobranchs,1.33,2.65,0
alopias pelagicus,entanglement_macroplastic,elasmobranchs,1,2.65,0.33
alopias pelagicus,eutrophication_nutrient_pollution,elasmobranchs,2,2.65,1
alopias pelagicus,habitat_loss_degradation,elasmobranchs,2,2.65,1
alopias pelagicus,inorganic_pollution,elasmobranchs,1.99,2.65,1
alopias pelagicus,invasive_species,elasmobranchs,0,2.65,1
alopias pelagicus,light_pollution,elasmobranchs,0,2.65,1
alopias pelagicus,noise_pollution,elasmobranchs,0.67,2.65,1
alopias pelagicus,oa,elasmobranchs,0.33,2.65,1
alopias pelagicus,oceanographic,elasmobranchs,0.33,2.65,0.33
alopias pelagicus,organic_pollution,elasmobranchs,2.66,2.65,1
alopias pelagicus,plastic_pollution_microplastic,elasmobranchs,1,2.65,0.67
alopias pelagicus,poisons_toxins,elasmobranchs,1.6600000000000001,2.65,1
alopias pelagicus,salinity,elasmobranchs,1,2.65,1
alopias pelagicus,sedimentation,elasmobranchs,1,2.65,1
alopias pelagicus,slr,elasmobranchs,0.33,2.65,1
alopias pelagicus,storm_disturbance,elasmobranchs,0.33,2.65,1
alopias pelagicus,uv,elasmobranchs,0,2.65,0
alopias pelagicus,water_temp,elasmobranchs,0,2.65,0.67
alopias pelagicus,wildlife_strike,elasmobranchs,1,2.65,1
alopias superciliosus,air_temp,elasmobranchs,0,2.65,0.67
alopias superciliosus,biomass_removal,elasmobranchs,1,2.65,0
alopias superciliosus,bycatch,elasmobranchs,1.33,2.65,0
alopias superciliosus,entanglement_macroplastic,elasmobranchs,1,2.65,0.33
alopias superciliosus,eutrophication_nutrient_pollution,elasmobranchs,2,2.65,1
alopias superciliosus,habitat_loss_degradation,elasmobranchs,2,2.65,1
alopias superciliosus,inorganic_pollution,elasmobranchs,1.99,2.65,1
alopias superciliosus,invasive_species,elasmobranchs,0,2.65,1
alopias superciliosus,light_pollution,elasmobranchs,0,2.65,1
alopias superciliosus,noise_pollution,elasmobranchs,0.67,2.65,1
alopias superciliosus,oa,elasmobranchs,0.33,2.65,1
alopias superciliosus,oceanographic,elasmobranchs,0.33,2.65,0.33
alopias superciliosus,organic_pollution,elasmobranchs,2.66,2.65,1
alopias superciliosus,plastic_pollution_microplastic,elasmobranchs,1,2.65,0.67
alopias superciliosus,poisons_toxins,elasmobranchs,1.6600000000000001,2.65,1
alopias superciliosus,salinity,elasmobranchs,1,2.65,1
alopias superciliosus,sedimentation,elasmobranchs,1,2.65,1
alopias superciliosus,slr,elasmobranchs,0.33,2.65,1
alopias superciliosus,storm_disturbance,elasmobranchs,0.33,2.65,1
alopias superciliosus,uv,elasmobranchs,0,2.65,0
alopias superciliosus,water_temp,elasmobranchs,0,2.65,0.67
alopias superciliosus,wildlife_strike,elasmobranchs,1,2.65,1
alopias vulpinus,air_temp,elasmobranchs,0,2.65,0.67
alopias vulpinus,biomass_removal,elasmobranchs,1,2.65,0
alopias vulpinus,bycatch,elasmobranchs,1.33,2.65,0
alopias vulpinus,entanglement_macroplastic,elasmobranchs,1,2.65,0.33
alopias vulpinus,eutrophication_nutrient_pollution,elasmobranchs,2,2.65,1
alopias vulpinus,habitat_loss_degradation,elasmobranchs,2,2.65,1
alopias vulpinus,inorganic_pollution,elasmobranchs,1.99,2.65,1
alopias vulpinus,invasive_species,elasmobranchs,0,2.65,1
alopias vulpinus,light_pollution,elasmobranchs,0,2.65,1
alopias vulpinus,noise_pollution,elasmobranchs,0.67,2.65,1
alopias vulpinus,oa,elasmobranchs,0.33,2.65,1
alopias vulpinus,oceanographic,elasmobranchs,0.33,2.65,0.33
alopias vulpinus,organic_pollution,elasmobranchs,2.66,2.65,1
alopias vulpinus,plastic_pollution_microplastic,elasmobranchs,1,2.65,0.67
alopias vulpinus,poisons_toxins,elasmobranchs,1.6600000000000001,2.65,1
alopias vulpinus,salinity,elasmobranchs,1,2.65,1
alopias vulpinus,sedimentation,elasmobranchs,1,2.65,1
alopias vulpinus,slr,elasmobranchs,0.33,2.65,1
alopias vulpinus,storm_disturbance,elasmobranchs,0.33,2.65,1
alopias vulpinus,uv,elasmobranchs,0,2.65,0
alopias vulpinus,water_temp,elasmobranchs,0,2.65,0.67
alopias vulpinus,wildlife_strike,elasmobranchs,1,2.65,1
amblyraja,air_temp,elasmobranchs,0,2.33,0.67
amblyraja,biomass_removal,elasmobranchs,1,2.33,0
amblyraja,bycatch,elasmobranchs,1.165,2.33,0
amblyraja,entanglement_macroplastic,elasmobranchs,0.665,2.33,0.67
amblyraja,eutrophication_nutrient_pollution,elasmobranchs,2,2.33,0.67
amblyraja,habitat_loss_degradation,elasmobranchs,2,2.33,1
amblyraja,inorganic_pollution,elasmobranchs,2.16,2.33,0.67
amblyraja,invasive_species,elasmobranchs,0,2.33,0.33
amblyraja,light_pollution,elasmobranchs,0,2.33,1
amblyraja,noise_pollution,elasmobranchs,0,2.33,0.67
amblyraja,oa,elasmobranchs,0.33,2.33,0.67
amblyraja,oceanographic,elasmobranchs,0.33,2.33,0
amblyraja,organic_pollution,elasmobranchs,2.495,2.33,1
amblyraja,plastic_pollution_microplastic,elasmobranchs,1,2.33,0.67
amblyraja,poisons_toxins,elasmobranchs,1.6600000000000001,2.33,0.67
amblyraja,salinity,elasmobranchs,1,2.33,0.67
amblyraja,sedimentation,elasmobranchs,1.165,2.33,0.67
amblyraja,slr,elasmobranchs,0.33,2.33,1
amblyraja,storm_disturbance,elasmobranchs,0.33,2.33,0.67
amblyraja,uv,elasmobranchs,0,2.33,0
amblyraja,water_temp,elasmobranchs,0,2.33,0.33
amblyraja,wildlife_strike,elasmobranchs,0.835,2.33,0.67
amblyrhynchus cristatus,air_temp,reptiles,3,6.825,0.67
amblyrhynchus cristatus,biomass_removal,reptiles,1,6.825,0
amblyrhynchus cristatus,bycatch,reptiles,1.67,6.825,0
amblyrhynchus cristatus,entanglement_macroplastic,reptiles,1.33,6.825,0.67
amblyrhynchus cristatus,eutrophication_nutrient_pollution,reptiles,0.33,6.825,0.67
amblyrhynchus cristatus,habitat_loss_degradation,reptiles,3.33,6.825,1
amblyrhynchus cristatus,inorganic_pollution,reptiles,2.66,6.825,0.67
amblyrhynchus cristatus,invasive_species,reptiles,1,6.825,0.33
amblyrhynchus cristatus,light_pollution,reptiles,0.67,6.825,1
amblyrhynchus cristatus,noise_pollution,reptiles,0,6.825,0.67
amblyrhynchus cristatus,oa,reptiles,0.33,6.825,0.67
amblyrhynchus cristatus,oceanographic,reptiles,0,6.825,0
amblyrhynchus cristatus,organic_pollution,reptiles,3,6.825,1
amblyrhynchus cristatus,plastic_pollution_microplastic,reptiles,0.33,6.825,0.67
amblyrhynchus cristatus,poisons_toxins,reptiles,0.33,6.825,0.67
amblyrhynchus cristatus,salinity,reptiles,0,6.825,0.67
amblyrhynchus cristatus,sedimentation,reptiles,0.67,6.825,0.67
amblyrhynchus cristatus,slr,reptiles,2,6.825,1
amblyrhynchus cristatus,storm_disturbance,reptiles,0.66,6.825,0.67
amblyrhynchus cristatus,uv,reptiles,0,6.825,0
amblyrhynchus cristatus,water_temp,reptiles,2.66,6.825,0.33
amblyrhynchus cristatus,wildlife_strike,reptiles,2.67,6.825,0.67
ameloctopus litoralis,air_temp,cephalopods,3.3400000000000003,7,0.67
ameloctopus litoralis,biomass_removal,cephalopods,1,7,0
ameloctopus litoralis,bycatch,cephalopods,1,7,0
ameloctopus litoralis,entanglement_macroplastic,cephalopods,0.33,7,0.67
ameloctopus litoralis,eutrophication_nutrient_pollution,cephalopods,5.34,7,0.67
ameloctopus litoralis,habitat_loss_degradation,cephalopods,2,7,1
ameloctopus litoralis,inorganic_pollution,cephalopods,6.68,7,0.67
ameloctopus litoralis,invasive_species,cephalopods,0,7,0.33
ameloctopus litoralis,light_pollution,cephalopods,0,7,1
ameloctopus litoralis,noise_pollution,cephalopods,1,7,0.67
ameloctopus litoralis,oa,cephalopods,3.67,7,0.67
ameloctopus litoralis,oceanographic,cephalopods,0.66,7,0
ameloctopus litoralis,organic_pollution,cephalopods,4.33,7,1
ameloctopus litoralis,plastic_pollution_microplastic,cephalopods,1,7,0.67
ameloctopus litoralis,poisons_toxins,cephalopods,2.33,7,0.67
ameloctopus litoralis,salinity,cephalopods,2.34,7,0.67
ameloctopus litoralis,sedimentation,cephalopods,2.67,7,0.67
ameloctopus litoralis,slr,cephalopods,0.33,7,1
ameloctopus litoralis,storm_disturbance,cephalopods,0.33,7,0.67
ameloctopus litoralis,uv,cephalopods,0,7,0
ameloctopus litoralis,water_temp,cephalopods,3.67,7,0.33
ameloctopus litoralis,wildlife_strike,cephalopods,0.67,7,0.67
amphioctopus,air_temp,cephalopods,3.3400000000000003,7.165,1.0050000000000001
amphioctopus,biomass_removal,cephalopods,1,7.165,0
amphioctopus,bycatch,cephalopods,1,7.165,0
amphioctopus,entanglement_macroplastic,cephalopods,0.33,7.165,0.67
amphioctopus,eutrophication_nutrient_pollution,cephalopods,5.505,7.165,0.8350000000000001
amphioctopus,habitat_loss_degradation,cephalopods,2,7.165,1
amphioctopus,inorganic_pollution,cephalopods,6.68,7.165,0.8350000000000001
amphioctopus,invasive_species,cephalopods,0,7.165,0.33
amphioctopus,light_pollution,cephalopods,0.165,7.165,1
amphioctopus,noise_pollution,cephalopods,1,7.165,0.67
amphioctopus,oa,cephalopods,3.835,7.165,0.8350000000000001
amphioctopus,oceanographic,cephalopods,0.66,7.165,0
amphioctopus,organic_pollution,cephalopods,4.665,7.165,1.165
amphioctopus,plastic_pollution_microplastic,cephalopods,1.5,7.165,0.8350000000000001
amphioctopus,poisons_toxins,cephalopods,2.83,7.165,0.8350000000000001
amphioctopus,salinity,cephalopods,2.505,7.165,0.8350000000000001
amphioctopus,sedimentation,cephalopods,2.835,7.165,0.8350000000000001
amphioctopus,slr,cephalopods,0.33,7.165,1
amphioctopus,storm_disturbance,cephalopods,0.495,7.165,1.0050000000000001
amphioctopus,uv,cephalopods,0.165,7.165,0.335
amphioctopus,water_temp,cephalopods,4.17,7.165,0.33
amphioctopus,wildlife_strike,cephalopods,0.67,7.165,0.67
amphioctopus aegina,air_temp,cephalopods,3.3400000000000003,7.33,1.34
amphioctopus aegina,biomass_removal,cephalopods,1,7.33,0
amphioctopus aegina,bycatch,cephalopods,1,7.33,0
amphioctopus aegina,entanglement_macroplastic,cephalopods,0.33,7.33,0.67
amphioctopus aegina,eutrophication_nutrient_pollution,cephalopods,5.67,7.33,1
amphioctopus aegina,habitat_loss_degradation,cephalopods,2,7.33,1
amphioctopus aegina,inorganic_pollution,cephalopods,6.68,7.33,1
amphioctopus aegina,invasive_species,cephalopods,0,7.33,0.33
amphioctopus aegina,light_pollution,cephalopods,0.33,7.33,1
amphioctopus aegina,noise_pollution,cephalopods,1,7.33,0.67
amphioctopus aegina,oa,cephalopods,4,7.33,1
amphioctopus aegina,oceanographic,cephalopods,0.66,7.33,0
amphioctopus aegina,organic_pollution,cephalopods,5,7.33,1.33
amphioctopus aegina,plastic_pollution_microplastic,cephalopods,2,7.33,1
amphioctopus aegina,poisons_toxins,cephalopods,3.33,7.33,1
amphioctopus aegina,salinity,cephalopods,2.67,7.33,1
amphioctopus aegina,sedimentation,cephalopods,3,7.33,1
amphioctopus aegina,slr,cephalopods,0.33,7.33,1
amphioctopus aegina,storm_disturbance,cephalopods,0.66,7.33,1.34
amphioctopus aegina,uv,cephalopods,0.33,7.33,0.67
amphioctopus aegina,water_temp,cephalopods,4.67,7.33,0.33
amphioctopus aegina,wildlife_strike,cephalopods,0.67,7.33,0.67
amphioctopus arenicola,air_temp,cephalopods,3.3400000000000003,7.33,1.34
amphioctopus arenicola,biomass_removal,cephalopods,1,7.33,0
amphioctopus arenicola,bycatch,cephalopods,1,7.33,0
amphioctopus arenicola,entanglement_macroplastic,cephalopods,0.33,7.33,0.67
amphioctopus arenicola,eutrophication_nutrient_pollution,cephalopods,5.67,7.33,1
amphioctopus arenicola,habitat_loss_degradation,cephalopods,2,7.33,1
amphioctopus arenicola,inorganic_pollution,cephalopods,6.68,7.33,1
amphioctopus arenicola,invasive_species,cephalopods,0,7.33,0.33
amphioctopus arenicola,light_pollution,cephalopods,0.33,7.33,1
amphioctopus arenicola,noise_pollution,cephalopods,1,7.33,0.67
amphioctopus arenicola,oa,cephalopods,4,7.33,1
amphioctopus arenicola,oceanographic,cephalopods,0.66,7.33,0
amphioctopus arenicola,organic_pollution,cephalopods,5,7.33,1.33
amphioctopus arenicola,plastic_pollution_microplastic,cephalopods,2,7.33,1
